Unnamed: 0,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FractionYearsAtCompany
409,39.0,No,Research & Development,2.8284271247461903,Doctor,Life Sciences,Low,Male,High,2.0,Research Director,Medium,Single,9.298351249298896,94.05849243954529,1.7320508075688772,No,3.3166247903554,Outstanding,High,0.0,2.0,Best,1.4142135623730951,1.0,0.0,0.6666666666666665
412,46.0,No,Research & Development,3.6055512754639887,Master,Medical,High,Male,Medium,2.0,Manager,Medium,Divorced,9.275472466913962,131.65864954495015,2.449489742783178,Yes,3.6055512754639887,Excellent,Very High,1.4142135623730951,5.0,Better,3.0,3.8729833462074175,1.4142135623730951,0.3571428571428572
413,30.0,No,Research & Development,2.8284271247461903,College,Life Sciences,Medium,Female,High,1.4142135623730951,Manufacturing Director,Low,Married,8.296795865770052,71.0,1.4142135623730951,Yes,4.0,Outstanding,Medium,1.0,2.0,Better,0.0,0.0,0.0,0.6666666666666666
414,53.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Very High,Single,7.8038433035387715,57.445626465380286,2.6457513110645907,No,3.8729833462074175,Excellent,Medium,0.0,4.0,Good,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.3333333333333334
417,47.0,No,Research & Development,1.0,College,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Very High,Single,8.606485298894999,123.0690862889621,1.0,Yes,3.4641016151377544,Excellent,High,0.0,4.0,Better,3.741657386773941,2.8284271247461903,3.4641016151377544,0.5333333333333332
418,45.5,No,Research & Development,3.1622776601683795,Master,Technical Degree,Very High,Female,High,1.7320508075688772,Healthcare Representative,High,Married,8.336630087637149,75.80897044545586,1.7320508075688772,No,3.4641016151377544,Outstanding,Low,0.0,3.0,Better,2.6457513110645907,1.0,2.6457513110645907,0.19999999999999998
420,49.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,Medium,2.0,Research Director,Very High,Divorced,9.544237868224927,58.5064099052403,1.7320508075688772,No,3.741657386773941,MISSING,Medium,1.4142135623730951,2.0,Good,2.6457513110645907,1.0,2.6457513110645907,0.7777777777777778
422,28.0,No,Research & Development,1.7320508075688772,Master,Medical,High,Male,High,2.0,Research Director,High,Married,7.6148053647110725,144.96896219536097,1.7320508075688772,Yes,4.0,Excellent,Very High,1.7320508075688772,2.0,Good,1.7320508075688772,1.0,1.7320508075688772,0.1904761904761905
423,30.0,No,Sales,1.7320508075688772,College,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,7.632401126601452,59.0508255657785,1.0,No,3.741657386773941,MISSING,Low,1.0,2.0,Good,0.0,1.0,1.4142135623730951,0.1666666666666667
426,32.0,No,Research & Development,2.449489742783178,Bachelor,Life Sciences,Low,Male,Medium,1.4142135623730951,Healthcare Representative,High,Single,7.632401126601452,114.53820323368096,1.4142135623730951,No,3.6055512754639887,Outstanding,Very High,0.0,2.0,Better,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.05263157894736841
427,43.0,No,Research & Development,4.242640687119285,Doctor,Life Sciences,Medium,Male,Very High,1.4142135623730951,Research Scientist,Low,Married,9.75027809628562,162.2097407679329,1.0,No,3.3166247903554,Outstanding,Very High,0.0,5.0,Better,3.8729833462074175,1.0,3.1622776601683795,0.25
428,59.0,No,Research & Development,4.69041575982343,Bachelor,Life Sciences,Medium,Male,Very High,1.7320508075688772,Manager,Medium,Divorced,9.384629757072872,138.20274961085252,2.6457513110645907,No,4.242640687119285,Excellent,Medium,1.0,1.0,Good,2.6457513110645907,2.449489742783178,1.4142135623730951,0.5999999999999999
429,45.0,Yes,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Low,Single,8.477412321404392,147.75317255477125,1.7320508075688772,No,3.741657386773941,Excellent,Medium,0.0,3.0,Bad,2.0,1.0,0.0,0.5333333333333332
430,36.0,Yes,Sales,3.3166247903554,Bachelor,Marketing,High,Male,High,1.7320508075688772,Sales Executive,Very High,Married,9.087833697483386,76.55063683601854,1.0,No,4.242640687119285,MISSING,Low,1.4142135623730951,2.0,Best,2.8284271247461903,2.6457513110645907,2.6457513110645907,0.3333333333333333
431,51.0,No,Research & Development,5.385164807134505,Doctor,Life Sciences,Very High,Female,High,1.4142135623730951,Laboratory Technician,Very High,Single,7.950854857719988,73.86474125047754,1.0,No,3.3166247903554,Excellent,Very High,0.0,6.0,Better,1.7320508075688772,3.0,3.0,0.7000000000000001
432,34.0,Yes,Research & Development,3.8729833462074175,Below College,Medical,Medium,Female,High,1.7320508075688772,Manager,High,Married,8.336630087637149,156.90442951045068,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,0.0,2.0,Best,2.449489742783178,2.6457513110645907,2.6457513110645907,0.2666666666666666
433,42.0,No,Research & Development,2.6457513110645907,College,Life Sciences,High,Female,Medium,1.7320508075688772,Manufacturing Director,High,Married,7.632401126601452,118.46518475906751,1.0,No,4.898979485566356,Excellent,Low,1.0,5.0,Better,3.0,2.8284271247461903,3.0,0.4999999999999999
434,28.0,No,Sales,1.0,Doctor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,8.156223323194624,63.31666447310692,2.23606797749979,Yes,4.58257569495584,Excellent,High,1.0,3.0,Good,1.7320508075688772,1.0,1.7320508075688772,0.0
435,46.0,No,Research & Development,1.4142135623730951,Master,Technical Degree,Medium,Male,High,1.0,Research Scientist,Medium,Married,9.148039345778805,77.92945527847607,1.0,No,3.3166247903554,Excellent,High,1.0,3.0,Good,1.7320508075688772,1.0,1.4142135623730951,0.6666666666666669
436,29.0,No,Sales,5.385164807134505,Master,Life Sciences,Low,Female,High,1.0,Sales Representative,Very High,Divorced,7.9976631270200995,140.6698261888455,1.4142135623730951,No,3.8729833462074175,Excellent,Medium,1.4142135623730951,2.0,Good,2.8284271247461903,0.0,0.0,0.31250000000000006
437,40.0,No,Research & Development,1.0,College,Medical,Medium,Male,Medium,1.0,Laboratory Technician,High,Divorced,9.180396495603107,142.96503068932626,1.0,No,3.4641016151377544,Excellent,High,1.7320508075688772,2.0,Good,1.0,0.0,0.0,1.0
438,27.5,No,Research & Development,4.358898943540674,College,Life Sciences,High,Male,High,1.4142135623730951,Research Scientist,Low,Divorced,8.262300941787446,140.98581488930012,1.4142135623730951,No,4.0,Excellent,Low,1.4142135623730951,2.0,Good,0.0,0.0,0.0,0.11764705882352942
440,29.0,No,Research & Development,3.0,Bachelor,Life Sciences,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,High,Married,9.259511415982633,153.15678241592832,1.0,Yes,4.47213595499958,Excellent,Medium,1.0,0.0,Better,3.741657386773941,2.23606797749979,3.8729833462074175,0.3529411764705882
442,41.0,No,Research & Development,5.0,Master,Medical,High,Male,High,1.7320508075688772,Healthcare Representative,High,Divorced,8.737131611781496,83.51646544245034,1.0,Yes,3.3166247903554,MISSING,High,1.0,3.0,Good,3.1622776601683795,3.1622776601683795,1.0,0.8749999999999998
443,46.0,Yes,Sales,3.6055512754639887,Doctor,Marketing,Medium,Female,Medium,1.4142135623730951,Sales Executive,Low,Divorced,9.84940088663236,93.04837451562494,2.23606797749979,Yes,3.6055512754639887,Excellent,Medium,1.7320508075688772,2.0,Better,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.46875
444,19.0,No,Research & Development,3.0,Bachelor,Life Sciences,High,Female,Very High,1.0,Research Scientist,High,Married,7.301822342137933,149.58609561052126,2.449489742783178,No,4.242640687119285,Excellent,Low,1.4142135623730951,3.0,Good,0.0,0.0,0.0,0.19999999999999998
446,30.0,No,Human Resources,2.449489742783178,College,Medical,Medium,Female,High,1.0,Human Resources,High,Married,9.035272443893538,160.17802595861892,2.8284271247461903,No,4.123105625617661,Excellent,Very High,0.0,5.0,Good,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.5714285714285713
449,53.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Very High,Female,High,2.0,Manager,High,Divorced,8.400659375160286,140.46351839534705,1.4142135623730951,Yes,3.741657386773941,Excellent,High,1.7320508075688772,3.0,Better,0.0,0.0,1.4142135623730951,0.1904761904761905
450,45.0,No,Research & Development,2.6457513110645907,Bachelor,Medical,Very High,Male,Medium,1.4142135623730951,Healthcare Representative,Low,Single,9.182352335436015,152.9640480635891,2.8284271247461903,No,4.358898943540674,MISSING,Low,0.0,2.0,Bad,2.449489742783178,0.0,2.6457513110645907,0.1111111111111111
451,21.5,No,Sales,4.58257569495584,Master,Life Sciences,Very High,Male,Very High,1.4142135623730951,Sales Executive,Very High,Single,8.745761999375512,141.14177269681716,1.0,No,3.4641016151377544,Outstanding,Very High,0.0,3.0,Better,2.6457513110645907,2.23606797749979,2.6457513110645907,0.19999999999999998
452,39.5,Yes,Sales,3.0,College,Medical,High,Male,Medium,1.7320508075688772,Sales Executive,Very High,Single,7.8244459308776175,116.60188677718729,1.0,No,4.0,Excellent,Very High,0.0,4.0,Better,2.8284271247461903,2.0,2.6457513110645907,0.2777777777777778
454,46.0,No,Sales,1.0,College,Life Sciences,Medium,Female,High,1.4142135623730951,Sales Executive,Very High,Married,8.138272638530186,53.13191131514093,1.0,Yes,3.741657386773941,Excellent,Very High,1.0,0.0,Good,3.741657386773941,2.0,3.3166247903554,0.38888888888888895
455,27.0,No,Sales,2.0,Master,Life Sciences,Very High,Female,Medium,1.4142135623730951,Sales Executive,High,Married,7.774435510302958,120.78907235342108,2.0,No,3.741657386773941,Excellent,High,1.0,3.0,Best,3.3166247903554,2.23606797749979,3.0,0.2941176470588235
456,57.5,No,Research & Development,4.47213595499958,Bachelor,Medical,Medium,Male,Low,1.7320508075688772,Healthcare Representative,Low,Divorced,8.080237416216702,140.9361557585561,1.4142135623730951,Yes,4.242640687119285,Excellent,Medium,1.0,4.0,Better,2.6457513110645907,0.0,2.6457513110645907,0.1041666666666667
457,27.0,No,Research & Development,1.7320508075688772,College,Life Sciences,Low,Female,High,1.0,Laboratory Technician,Very High,Divorced,8.336630087637149,50.60632371551997,2.23606797749979,No,4.69041575982343,Excellent,Low,1.0,2.0,Better,0.0,0.0,0.0,0.28571428571428575
458,35.0,No,Sales,1.0,Below College,Medical,Medium,Male,High,1.7320508075688772,Sales Executive,Very High,Married,9.73115592977152,81.23422923866515,1.0,No,3.741657386773941,Excellent,Very High,1.0,3.0,Better,3.1622776601683795,2.0,1.0,0.09090909090909091
459,33.0,No,Sales,5.291502622129181,College,Marketing,Low,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.7306140660637395,86.18584570566097,1.0,No,4.47213595499958,MISSING,Very High,1.4142135623730951,4.0,Best,1.7320508075688772,1.0,2.0,0.6666666666666669
462,33.0,No,Sales,1.0,Bachelor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,9.518560095645512,136.59795020423988,3.0,No,3.3166247903554,Excellent,High,0.0,2.0,Better,3.0,2.449489742783178,3.0,0.4666666666666666
463,28.0,No,Research & Development,4.358898943540674,Master,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Low,Divorced,9.597234094498912,150.56560032092324,3.0,Yes,3.3166247903554,Outstanding,Medium,1.4142135623730951,5.0,Better,1.7320508075688772,1.0,2.0,0.5555555555555556
464,40.0,No,Research & Development,4.69041575982343,Master,Other,High,Male,Medium,1.4142135623730951,Research Scientist,Very High,Married,9.299449547047956,162.77591959500646,1.0,Yes,3.8729833462074175,Excellent,Medium,0.0,2.0,Better,3.1622776601683795,2.449489742783178,3.3166247903554,0.0625
466,33.0,No,Research & Development,2.0,Bachelor,Life Sciences,High,Male,Medium,1.4142135623730951,Manufacturing Director,High,Married,8.38320455141292,138.28955130450024,1.0,No,3.4641016151377544,Excellent,High,1.0,2.0,Better,3.6055512754639887,2.449489742783178,2.8284271247461903,0.28571428571428575
467,34.0,No,Sales,2.6457513110645907,College,Marketing,Low,Male,Medium,1.7320508075688772,Sales Executive,Very High,Married,7.983440063006543,143.92706486272832,2.6457513110645907,Yes,4.242640687119285,Excellent,Very High,1.0,3.0,Better,1.4142135623730951,0.0,2.0,0.14285714285714282
468,40.0,No,Human Resources,1.0,Doctor,Human Resources,Low,Male,High,1.4142135623730951,Human Resources,Very High,Married,9.730502276719161,102.48414511523235,2.0,Yes,3.3166247903554,Excellent,High,0.0,3.0,Better,2.6457513110645907,0.0,1.4142135623730951,0.17857142857142866
470,45.0,Yes,Sales,3.6055512754639887,Master,Marketing,Low,Male,Very High,2.0,Sales Executive,High,Single,7.632401126601452,96.317184344228,2.449489742783178,Yes,4.123105625617661,Excellent,High,0.0,3.0,Good,2.6457513110645907,1.7320508075688772,2.8284271247461903,0.1666666666666667
471,43.0,No,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Very High,Married,7.798523053625206,136.83932183404008,1.7320508075688772,No,4.795831523312719,Excellent,Medium,1.4142135623730951,4.0,Better,1.4142135623730951,0.0,1.7320508075688772,0.1
472,34.0,No,Research & Development,2.449489742783178,College,Technical Degree,Very High,Female,High,1.4142135623730951,Research Scientist,Low,Divorced,8.385032287813898,148.6169573097229,1.7320508075688772,Yes,3.4641016151377544,Excellent,Medium,1.4142135623730951,3.0,Better,3.0,2.449489742783178,3.0,0.3333333333333333
475,23.0,No,Sales,4.242640687119285,Doctor,Life Sciences,Low,Male,High,2.0,Manager,Medium,Single,7.109062135687172,99.36297097007515,1.7320508075688772,No,4.795831523312719,Outstanding,Very High,0.0,2.0,Better,3.0,2.6457513110645907,2.6457513110645907,0.027027027027027035
476,32.0,Yes,Research & Development,2.6457513110645907,College,Technical Degree,Very High,Female,High,1.0,Laboratory Technician,High,Married,8.561784074744113,60.5475020128824,2.8284271247461903,No,3.3166247903554,Excellent,Very High,1.0,2.0,Bad,3.0,3.0,2.8284271247461903,0.9285714285714285
478,44.0,No,Research & Development,2.23606797749979,College,Life Sciences,Medium,Male,Very High,1.4142135623730951,Healthcare Representative,Low,Divorced,7.632401126601452,135.58761005342637,1.0,No,3.4641016151377544,MISSING,Very High,1.4142135623730951,4.0,Better,1.7320508075688772,1.0,2.23606797749979,0.5000000000000001
479,56.0,No,Research & Development,4.795831523312719,College,Life Sciences,High,Female,Very High,1.0,Research Scientist,High,Married,8.59044365315583,154.20440979427275,1.0,No,4.898979485566356,Excellent,High,1.0,3.0,Better,2.6457513110645907,0.0,2.6457513110645907,0.0
480,37.0,No,Research & Development,5.385164807134505,Master,Life Sciences,Medium,Female,Medium,2.0,Manager,High,Married,8.400434630806041,96.50906693155831,0.0,No,3.8729833462074175,Excellent,Medium,1.0,2.0,Better,3.1622776601683795,3.8729833462074175,2.6457513110645907,0.4642857142857141
484,26.0,No,Research & Development,1.7320508075688772,Bachelor,Life Sciences,High,Female,Medium,1.0,Research Scientist,Very High,Married,7.769800996003896,91.95651146058121,1.7320508075688772,No,4.123105625617661,Excellent,Low,1.0,3.0,Better,0.0,0.0,0.0,0.7142857142857143
486,34.0,No,Research & Development,4.358898943540674,College,Medical,High,Male,High,1.4142135623730951,Laboratory Technician,Very High,Married,8.336630087637149,128.5418219880207,2.8284271247461903,Yes,3.8729833462074175,Excellent,High,1.0,2.0,Best,1.4142135623730951,1.7320508075688772,2.6457513110645907,0.866666666666666
487,39.5,No,Sales,2.23606797749979,College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,Medium,Married,8.269756947532983,94.29209935090002,1.0,No,3.741657386773941,Excellent,Very High,1.0,2.0,Better,2.8284271247461903,2.23606797749979,1.7320508075688772,0.4999999999999999
488,31.0,No,Research & Development,1.0,Master,Life Sciences,High,Female,Medium,2.23606797749979,Manager,High,Married,8.563695025067657,75.35250493513803,0.0,No,3.741657386773941,Outstanding,Low,1.0,3.0,Better,4.242640687119285,3.3166247903554,3.0,0.14705882352941174
489,29.0,No,Research & Development,4.242640687119285,Master,Life Sciences,Very High,Female,Medium,2.23606797749979,Research Director,High,Divorced,8.064636475774222,46.09772228646443,1.0,Yes,4.123105625617661,Excellent,High,1.0,3.0,Better,3.0,0.0,3.0,0.0967741935483871
490,31.0,No,Sales,2.449489742783178,College,Marketing,Medium,Male,High,1.4142135623730951,Sales Representative,High,Married,8.336630087637149,126.67675398430448,1.4142135623730951,Yes,4.47213595499958,Excellent,Very High,1.0,2.0,Bad,2.6457513110645907,2.0,2.23606797749979,0.07692307692307696
492,29.0,No,Research & Development,1.0,Bachelor,Other,High,Male,Very High,2.23606797749979,Manager,Very High,Married,8.289790583181642,126.372465355393,0.0,No,3.3166247903554,Excellent,High,1.0,5.0,Better,0.0,1.0,2.6457513110645907,0.12
493,27.0,No,Sales,1.4142135623730951,Bachelor,Marketing,High,Female,High,2.0,Manager,Low,Married,7.780720886117918,155.23208431248997,2.8284271247461903,No,4.795831523312719,Excellent,Low,0.0,2.0,Better,3.8729833462074175,3.8729833462074175,3.0,0.28571428571428575
496,27.0,No,Research & Development,2.8284271247461903,Below College,Life Sciences,High,Male,Medium,1.4142135623730951,Research Scientist,Medium,Married,8.745761999375512,157.8195171707226,1.0,No,4.795831523312719,Excellent,Very High,1.0,3.0,Better,2.6457513110645907,1.0,2.6457513110645907,0.4999999999999999
498,34.0,No,Research & Development,1.0,Bachelor,Technical Degree,High,Male,High,1.0,Research Scientist,Low,Married,9.18122047340233,102.73266277090264,1.4142135623730951,No,4.0,Excellent,Medium,1.0,2.0,Better,1.4142135623730951,0.0,1.4142135623730951,0.7142857142857143
500,39.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Married,9.874625007851023,147.58726232300668,2.0,No,3.6055512754639887,Excellent,Medium,1.0,3.0,Good,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.4999999999999999
